,title,source,vote
285,做明星是种怎样的体验？,https://www.zhihu.com/question/26530631/answer/107905091,44380
286,如何调戏诈骗电话？,https://www.zhihu.com/question/20589586/answer/312586291,44347
287,你见过哪些化解尴尬的例子？,https://www.zhihu.com/question/60205210/answer/175406857,44332
288,大学见到心动的男生该怎么追？,https://www.zhihu.com/question/267159313/answer/398070277,44301
289,你有哪些当初没听出来的弦外之音？,https://www.zhihu.com/question/62862636/answer/205416745,44191
290,有哪些东西你知道很贵，却不知道居然那么贵？,https://www.zhihu.com/question/66515446/answer/247755678,43962
291,为什么很多女神都和看起来很屌丝的人在一起了？,https://www.zhihu.com/question/22024445/answer/401123017,43945
292,有哪些让你觉得高端的东西就是好的瞬间？,https://www.zhihu.com/question/64676168/answer/239324761,43920
293,《疯狂动物城》（Zootopia）中有哪些有趣的细节？,https://www.zhihu.com/question/41035200/answer/89713352,43864
294,年轻人如何在独居时有效地保持自律？,https://www.zhihu.com/question/48749292/answer/130737189,43844
295,（被）光速打脸是种怎样的体验？,https://www.zhihu.com/question/34817598/answer/346876392,43796
296,你有哪些「当时我就懵逼了」的经历？,https://www.zhihu.com/question/39829502/answer/85578259,43762
297,鼠疫究竟有多可怕？,https://www.zhihu.com/question/24522633/answer/28125647,43729
298,你们身边有哪些人硬生生地活成了段子？,https://www.zhihu.com/question/52114382/answer/134509485,43696
299,有哪些好看到让人无法自拔、久久不忘的电影？,https://www.zhihu.com/question/38485891/answer/76741547,43667
300,有哪些事是你知道却装不知道，看到却装没看到的？,https://www.zhihu.com/question/63719852/answer/215276472,43352
301,如何看待2015年1月4日哈尔滨市领导疑穿万元羽绒服指挥火灾引质疑？,https://www.zhihu.com/question/27441042/answer/36858504,43242
302,中国教育最大的成功在哪里？,https://www.zhihu.com/question/266767649/answer/365193925,43223
303,哪些法律上的小常识可以保护自己？,https://www.zhihu.com/question/27486818/answer/37267873,43176
304,有哪些大家不说，但需要知道的社会规则？,https://www.zhihu.com/question/64351318/answer/234111722,43129
305,女生如何看待男生送便宜的礼物给自己?,https://www.zhihu.com/question/27984399/answer/272237374,43099
306,马蓉和宋喆最有可能是什么下场？,https://www.zhihu.com/question/49630896/answer/117199601,43088
307,和明星做同学/朋友是种怎样的体验？,https://www.zhihu.com/question/27529743/answer/111431285,43081
308,知乎上关于男士的精彩问答有哪些？,https://www.zhihu.com/question/23009666/answer/23368714,43069
309,人的心机可以深到什么程度？,https://www.zhihu.com/question/28237063/answer/359940980,43027
310,有哪些知道后让你震惊的冷知识？,https://www.zhihu.com/question/38411883/answer/331257805,42998
311,在哪一刻你觉得你和朋友再也做不成朋友了？,https://www.zhihu.com/question/61877612/answer/199441355,42930
312,有没有一张图片让你瞬间明白了什么叫没气质？,https://www.zhihu.com/question/40059190/answer/84535375,42842
313,有没有一句话让你感觉智商瞬间被压制？,https://www.zhihu.com/question/268373306/answer/340739367,42834
314,为什么外国超级英雄趴着飞，而中国神仙竖着飞？,https://www.zhihu.com/question/26992616/answer/49462528,42754
315,有哪些二十一世纪初（2000~2005 年）看似不靠谱的预测成真了？,https://www.zhihu.com/question/36925599/answer/70766173,42719
316,为什么现在有一些初高中的孩子越来越不爱惜自己的身体？,https://www.zhihu.com/question/64670105/answer/378591769,42634
317,你有哪些压箱底的笑话？,https://www.zhihu.com/question/267249806/answer/1086588600,42324
318,生活中有哪些坏习惯一旦改正就能带来立竿见影的好处？,https://www.zhihu.com/question/56000916/answer/150034675,42281
319,如何评价有些大学老师上课异常严格？,https://www.zhihu.com/question/28804633/answer/42261112,42185
320,100 元以下的价位有什么好喝的酒？,https://www.zhihu.com/question/23325996/answer/24316161,41963
321,为什么女生有体香？,https://www.zhihu.com/question/20320900/answer/267258687,41943
322,丢人丢到家是种怎样的体验？,https://www.zhihu.com/question/62286029/answer/207052150,41925
323,为什么有的人要活得那么拼命？,https://www.zhihu.com/question/27351162/answer/292528906,41888
324,有哪些人性的黑暗面，尤其是男女关系的黑暗面？,https://www.zhihu.com/question/37055410/answer/355188616,41849
325,为什么说永远都不要考验人性？,https://www.zhihu.com/question/35930303/answer/353893086,41815
326,设计师这样的工作，可以做一辈子吗？,https://www.zhihu.com/question/25583089/answer/31575304,41674
327,中国现在有哪些值得骄傲的方面？,https://www.zhihu.com/question/36085845/answer/80747751,41583
328,努力就可以上清华北大吗？如果可以，怎样做？,https://www.zhihu.com/question/26662321/answer/34738802,41458
329,《阿甘正传》中的珍妮频频离开阿甘是什么原因？,https://www.zhihu.com/question/19736701/answer/112807409,41446
330,如何评价陈赫离婚？,https://www.zhihu.com/question/27732400/answer/37862682,41431
331,人这一生为什么要努力？,https://www.zhihu.com/question/22913650/answer/149018631,41389
332,你听过三观极歪的一句话是什么？,https://www.zhihu.com/question/60459612/answer/177565458,41336
333,谁是 2016 年的演技最差的男星？,https://www.zhihu.com/question/54384499/answer/140018450,41278
334,如何变成有趣的人？,https://www.zhihu.com/question/20770272/answer/37771285,41253
335,有哪些看似很傻，实则很帅的行为？,https://www.zhihu.com/question/60815221/answer/182373341,41249
336,为什么碰瓷的人不去碰豪车？,https://www.zhihu.com/question/35101986/answer/422139808,41058
337,医生和护士可以把外卖叫到医院来吃吗？,https://www.zhihu.com/question/265872057/answer/373403843,41035
338,你最不希望成为社会上的哪种人？,https://www.zhihu.com/question/52747598/answer/132934313,40976
339,用 EMS 被拆包偷东西的几率真的那么高吗？,https://www.zhihu.com/question/27985854/answer/72388201,40971
340,我们这一代人是否会面临医疗体系的崩溃？,https://www.zhihu.com/question/50247799/answer/202086513,40946
341,有哪些「笑容逐渐消失」的例子？,https://www.zhihu.com/question/275279087/answer/389773557,40916
342,真心喜欢一个人是种怎样的体验？,https://www.zhihu.com/question/31176110/answer/165719081,40883
343,如何看待张继科和景甜公开恋情？,https://www.zhihu.com/question/270171443/answer/352582464,40801
344,有哪些令你感觉惊艳的人名？,https://www.zhihu.com/question/47387826/answer/111775686,40799
345,有哪些让你觉得高端的东西就是好的瞬间？,https://www.zhihu.com/question/64676168/answer/233278641,40657
346,有哪些「性别限制了我的想象力」的例子？,https://www.zhihu.com/question/264956816/answer/341300353,40636
347,有哪些让你感触很深的陌生人的事？,https://www.zhihu.com/question/19866127/answer/80697019,40631
348,一线歌手之间的唱功真的有差距吗？从哪些方面可以看出来？,https://www.zhihu.com/question/268530159/answer/341576895,40618
349,暴走大事件怎么盈利？,https://www.zhihu.com/question/31130133/answer/63700279,40615
350,90后的你们现在是什么状态？,https://www.zhihu.com/question/270836742/answer/364411501,40569
351,你在酒店做过最丧心病狂的事是什么？,https://www.zhihu.com/question/265965273/answer/302054865,40569
352,有哪些烂到极致的神作？,https://www.zhihu.com/question/28207185/answer/108877214,40560
353,什么才是真正的善良？,https://www.zhihu.com/question/34342275/answer/134804170,40508
354,亲兄妹之间应不应该避嫌？,https://www.zhihu.com/question/267650760/answer/338402695,40449
355,你写过或听过哪些关于人性的故事？,https://www.zhihu.com/question/46842994/answer/143187612,40431
356,你见过最人性化的设计是什么？,https://www.zhihu.com/question/31524027/answer/66112942,40413
357,中国乘客在英国 Virgin Atlantic 上受到种族歧视，应该如何维权？,https://www.zhihu.com/question/41033519/answer/91206224,40355
358,警察/法医是如何做到不怕那些惨不忍睹的尸体的？,https://www.zhihu.com/question/20827831/answer/133024481,40336
359,人这一生为什么要努力？,https://www.zhihu.com/question/22913650/answer/23100285,40286
360,你曾在一天内做过最牛的事是什么？,https://www.zhihu.com/question/30265988/answer/71320301,40182
361,你们高考那几天发生了什么有趣的事？,https://www.zhihu.com/question/47194806/answer/412340417,40075
362,有哪些事让你后来才发觉「好像有哪里不对」？,https://www.zhihu.com/question/38766625/answer/78356845,39970
363,如何不虚度大学的时光？,https://www.zhihu.com/question/36766890/answer/70259081,39954
364,如何看待哔哩哔哩曾承诺永远不加广告，而现在却在加了贴片广告？,https://www.zhihu.com/question/46667028/answer/102445298,39895
365,你有什么相见恨晚的知识想推荐给年轻人？,https://www.zhihu.com/question/22238159/answer/20759708,39870
366,如何看待女员工入职才 3 天就宣布怀孕，产假结束提出辞职？,https://www.zhihu.com/question/65125008/answer/228781122,39749
367,男人会和没有生育能力的女性结婚吗？,https://www.zhihu.com/question/27202369/answer/345151988,39670
368,哪张照片让你不由地感叹「年轻，真好」 ？,https://www.zhihu.com/question/35913647/answer/217331679,39667
369,一沾酒就脸红的人能锻炼出酒量吗？,https://www.zhihu.com/question/20608227/answer/29856008,39619
370,有哪些让人印象深刻的采访？,https://www.zhihu.com/question/270445431/answer/361950004,39574
371,上课时同桌突然失去生命迹象你会怎么办？,https://www.zhihu.com/question/22918963/answer/918590341,39469
372,学霸可以有多「霸」?,https://www.zhihu.com/question/62094274/answer/195458192,39454
373,你因为贪吃付出过怎样惨痛的代价？,https://www.zhihu.com/question/59141807/answer/163722531,39446
374,自学日语，从零基础到 JLPT N2 水平需要多久？,https://www.zhihu.com/question/19793912/answer/13752632,39377
375,网络小说里有哪些令人拍案称奇的智障桥段？,https://www.zhihu.com/question/59595588/answer/168076785,39331
376,人在迷茫时该干什么？,https://www.zhihu.com/question/22321313/answer/133360596,39328
377,如何看待阿里巴巴安全部门的月饼事件？,https://www.zhihu.com/question/50600301/answer/121746518,39253
378,最近几年，你观察到哪些消费升级现象？,https://www.zhihu.com/question/59497935/answer/273900523,39233
379,如何看待大学寝室里挂床帘的做法？,https://www.zhihu.com/question/27786625/answer/369711965,39217
380,鲁迅为什么在大陆评价这么高？,https://www.zhihu.com/question/27121023/answer/36126871,39165
381,读书到底为了什么，读研到底值不值？,https://www.zhihu.com/question/28591246/answer/51373690,39143
382,你认为高考填报志愿时，哪些专业必须谨慎选择？,https://www.zhihu.com/question/47539927/answer/354946798,39138
383,整个人都懵逼了是种怎样的体验？,https://www.zhihu.com/question/34986506/answer/106114012,39128
384,如果病人欠费逃跑，医生该怎么办？,https://www.zhihu.com/question/24024659/answer/49856271,39062
385,女神是用多少钱「堆」出来的？,https://www.zhihu.com/question/28431797/answer/43123827,38882
386,如何评价angelababy杨颖？,https://www.zhihu.com/question/24967708/answer/281776445,38805
387,好写不贵的中性笔有哪些？,https://www.zhihu.com/question/25454820/answer/30926381,38763
388,人可以没有自知之明到什么程度？,https://www.zhihu.com/question/45452729/answer/227054279,38740
389,如何看待《一人我饮酒醉》这样的歌曲，是怎样的一种产物？,https://www.zhihu.com/question/38130123/answer/131454481,38717
390,你认识的参与赌博的人，他们后来怎么样了？,https://www.zhihu.com/question/51610647/answer/632261890,38671
391,女性遭遇强奸时如何有效地保留证据？,https://www.zhihu.com/question/29194797/answer/43643852,38656
392,那些年入百万的人都是如何发展起来的？,https://www.zhihu.com/question/22706323/answer/22757616,38592
393,什么职业听起来羡煞旁人，但实际却异常辛苦？,https://www.zhihu.com/question/264279389/answer/283573010,38581
394,有哪些稳中带皮的操作？,https://www.zhihu.com/question/268174064/answer/351121348,38459
395,为什么很多人辛劳一生，仍然生活在社会底层？,https://www.zhihu.com/question/39997502/answer/117268466,38453
396,你见过哪些宛如智障的广告？,https://www.zhihu.com/question/63016277/answer/204898183,38440
397,年轻时得了绝症或大病是如何面对的？,https://www.zhihu.com/question/22213153/answer/118135903,38330
398,网易云音乐有哪些值得收藏的歌单？,https://www.zhihu.com/question/30770284/answer/123653776,38294
399,女生化妆如何入门？,https://www.zhihu.com/question/20829553/answer/19235778,38268
400,哪个瞬间你感受到了世界的温柔？,https://www.zhihu.com/question/64821236/answer/242748420,38266
401,女性作者有哪些对男性的描写，让你想要大呼「你是对男人有什么误解啊」？,https://www.zhihu.com/question/274837965/answer/378901141,38256
402,优秀的人因为什么原因而优秀？,https://www.zhihu.com/question/21996010/answer/52554459,38245
403,心理上摧毁一个普通人有多简单？,https://www.zhihu.com/question/50869363/answer/232439640,38213
404,人类有哪些细思恐极的事？,https://www.zhihu.com/question/37374497/answer/82795819,38193
405,有哪些出国后才发现的以前对英语世界的错误理解？,https://www.zhihu.com/question/20597941/answer/199457835,38165
406,你最意想不到的一笔收入是怎么来的？,https://www.zhihu.com/question/41956302/answer/102533943,38137
407,有哪些结局难猜的故事？,https://www.zhihu.com/question/28722946/answer/83979413,38112
408,一个人可以 DIY 出什么有意思的东西？,https://www.zhihu.com/question/36255080/answer/70134068,38097
409,你知道什么很甜的故事？,https://www.zhihu.com/question/40237308/answer/126826774,38067
410,男生长得难看怎么办？,https://www.zhihu.com/question/25485795/answer/30986433,37998
411,如何模仿翻译腔？,https://www.zhihu.com/question/24140466/answer/85033222,37960
412,如何评价「女孩子等地铁时蹲在下客区是没教养」的言论？,https://www.zhihu.com/question/40799298/answer/88369076,37946
413,有哪些「性别限制了我的想象力」的例子？,https://www.zhihu.com/question/264956816/answer/321831451,37944
414,拥有稀有的姓是种怎样的体验？,https://www.zhihu.com/question/32094733/answer/55247159,37904
415,职业画家的造型技法究竟有多精湛？,https://www.zhihu.com/question/273919371/answer/376039386,37902
416,有一个不漂亮的女朋友是种怎样的体验？,https://www.zhihu.com/question/27433657/answer/348102747,37872
417,关晓彤出身那么好，为什么看上去不时尚，有点土？,https://www.zhihu.com/question/49929536/answer/305781299,37791
418,你知道哪些反常识的知识？,https://www.zhihu.com/question/267108394/answer/319552971,37658
419,什么样子的婚姻让人感到必须要离婚？,https://www.zhihu.com/question/263305072/answer/274851043,37611
420,有哪些价格不贵格调又高的家装家居？,https://www.zhihu.com/question/24399575/answer/67850935,37604
421,你见过哪些「戳中小心心」的礼物？,https://www.zhihu.com/question/63254750/answer/208335273,37585
422,为什么很多欧洲人和美国人不午睡下午还能满血状态工作？,https://www.zhihu.com/question/25569759/answer/146182692,37585
423,龙有九个儿子，是跟谁生的？为什么「龙生九子，各不成龙」？,https://www.zhihu.com/question/23759686/answer/41997389,37510
424,你有哪些当初没听出来的弦外之音？,https://www.zhihu.com/question/62862636/answer/205516381,37493
425,有哪些「看似很 LOW，实则惊艳」的产品？,https://www.zhihu.com/question/56609320/answer/155142338,37477
426,有哪些体现低情商的言行？,https://www.zhihu.com/question/29312659/answer/44153107,37447
427,有没有可能给月球表面都打上蜡，变成一个光溜溜的圆球？如果将其表面都打上蜡，大概需要多少蜡？,https://www.zhihu.com/question/40035336/answer/84673664,37417
428,高中生进入大学，有哪些常见误解或必须知道的东西？,https://www.zhihu.com/question/267330211/answer/323346847,37401
429,你生命中最艰难、痛苦的一段时间是如何度过的？,https://www.zhihu.com/question/24917544/answer/74967062,37400
430,《模仿游戏》中艾伦·图灵是如何破译英格玛的？,https://www.zhihu.com/question/28397034/answer/41739506,37350
431,你觉得你最冷静的一刻，是什么时候？,https://www.zhihu.com/question/51307611/answer/125699317,37347
432,你看过最尴尬的电影是哪一部？,https://www.zhihu.com/question/52821116/answer/298420243,37293
433,关于人性，你最想讲的一个故事是什么？,https://www.zhihu.com/question/39851186/answer/89956572,37262
434,身边堪称女神的女生，生活习惯是怎样的？,https://www.zhihu.com/question/68567283/answer/275072367,37261
435,有哪些看似很傻，实则聪明的行为？,https://www.zhihu.com/question/60809486/answer/254360593,37254
436,真的会有人有某种天赋却被埋没一生吗？,https://www.zhihu.com/question/35318941/answer/80997474,37248
437,中国的家长有哪些让人难以理解的神逻辑？,https://www.zhihu.com/question/30602857/answer/108081694,37222
438,怎么花最少的钱提升出租屋的格调？,https://www.zhihu.com/question/27391031/answer/108373727,37210
439,学霸是不是因为小时候有成绩好带来的优越感，所以一直保持这种努力学习的干劲？,https://www.zhihu.com/question/26925157/answer/36699896,37178
440,食堂大妈不愿给同学们打肉，食堂的肉去哪了？,https://www.zhihu.com/question/28946100/answer/306188096,37158
441,你认识的有钱人是怎样生活的？,https://www.zhihu.com/question/27063463/answer/238913060,37138
442,拿到年终奖后马上辞职，厚道吗？,https://www.zhihu.com/question/22603062/answer/295717768,37098
443,你见过的女生，可以有多坏？,https://www.zhihu.com/question/28271086/answer/236027359,37092
444,丢人丢到家是种怎样的体验？,https://www.zhihu.com/question/62286029/answer/323779628,37026
445,上个世纪日本泡沫时代是怎样的一副光景，繁荣到什么程度？能给我们什么启示？,https://www.zhihu.com/question/46582590/answer/101918305,37023
446,中国有哪些恐怖民俗？,https://www.zhihu.com/question/26222059/answer/47902339,37020
447,你见过哪些令你瞠目结舌的神逻辑？,https://www.zhihu.com/question/37904962/answer/75151488,37019
448,每天坚持跑步，或者慢跑真正带给你了什么？,https://www.zhihu.com/question/41380989/answer/91249017,36956
449,男生如何找准自己的穿衣风格，提升衣着品味？,https://www.zhihu.com/question/20250029/answer/16625969,36897
450,男生讨厌或不欣赏女生哪些行为？,https://www.zhihu.com/question/52182983/answer/253928925,36887
451,你什么时候觉得如果自己不努力，背后会是万丈深渊？,https://www.zhihu.com/question/39057568/answer/80005753,36746
452,有哪些作品（或事物）看似三观极正，实则三观极歪？,https://www.zhihu.com/question/31980071/answer/54366126,36684
453,中国 00 后与前辈比是否有足够的进步？,https://www.zhihu.com/question/268538053/answer/349913937,36662
454,为什么部分人友善且独来独往？,https://www.zhihu.com/question/26398755/answer/32684811,36653
455,在你亲历的短短时间内，世界有哪些惊人的改变？,https://www.zhihu.com/question/52231322/answer/131151194,36652
456,现实可以有多美好？,https://www.zhihu.com/question/24269892/answer/62921985,36622
457,有没有哪两个汉字相似到难以区分？,https://www.zhihu.com/question/45631430/answer/364205745,36604
458,二战中有哪些细思恐极的细节？,https://www.zhihu.com/question/30276520/answer/312496555,36586
459,为什么艳照门的主角要道歉？,https://www.zhihu.com/question/25110870/answer/37676203,36578
460,有哪些男生谈恋爱之后才知道的女生秘密？,https://www.zhihu.com/question/28248783/answer/337030015,36544
461,你最勤奋的时候到过什么程度？,https://www.zhihu.com/question/27020383/answer/72018716,36523
462,你经历过怎样的骗局？,https://www.zhihu.com/question/29675892/answer/261678580,36522
463,你什么时候发觉父母比自己想象得有钱？,https://www.zhihu.com/question/275079837/answer/384791416,36516
464,形可以有多准？,https://www.zhihu.com/question/266046378/answer/346017105,36475
465,找个不打游戏的男朋友有多难？,https://www.zhihu.com/question/58400340/answer/157502386,36458
466,什么是气质？如何培养气质？,https://www.zhihu.com/question/21102664/answer/17284714,36449
467,中国现在有哪些值得骄傲的方面？,https://www.zhihu.com/question/36085845/answer/81317754,36391
468,你在火车站或火车上有过哪些难忘的或更新世界观的经历？,https://www.zhihu.com/question/62066590/answer/196586876,36388
469,你大学最难过的一个瞬间是什么？,https://www.zhihu.com/question/60151013/answer/375686714,36385
470,为什么美国中小学生学的数学比我们简单，美国人却还能做出超级牛的东西？,https://www.zhihu.com/question/20953633/answer/16775534,36382
471,为什么会有很多人反感中国的无偿献血政策？,https://www.zhihu.com/question/265527652/answer/378130482,36348
472,你见过哪些令你瞠目结舌的逗逼？,https://www.zhihu.com/question/37904644/answer/75083584,36305
473,发现正在偷我东西的小偷，该怎么办？,https://www.zhihu.com/question/27857599/answer/108677818,36299
474,有哪些一个镜头就体现一个演员是否会演戏的例子？,https://www.zhihu.com/question/269939406/answer/352164577,36297
475,你最意想不到的一笔收入是怎么来的？,https://www.zhihu.com/question/41956302/answer/103315529,36268
476,你见过的最奇葩的人是怎样的？,https://www.zhihu.com/question/24232392/answer/142301164,36238
477,你人生到目前为止演技的巅峰时刻是哪一刻？,https://www.zhihu.com/question/41055994/answer/161217415,36168
478,怎么解读「一个人越炫耀什么，内心就越缺少什么」这句话？,https://www.zhihu.com/question/22843634/answer/89432614,36139
479,如何总结 2016 年美国大选？,https://www.zhihu.com/question/52030379/answer/129509308,36105
480,中国的女人结婚后算是最不幸的女人吗？,https://www.zhihu.com/question/268778540/answer/342988946,36094
481,医患关系一直恶化下去会怎样？,https://www.zhihu.com/question/38850948/answer/78576944,36086
482,娱乐圈情商最低的明星是谁？,https://www.zhihu.com/question/266891486/answer/330535203,35987
483,有哪些漂亮的女性剧照或电影截图？,https://www.zhihu.com/question/40007169/answer/85199499,35978
484,什么才是真正的善良？,https://www.zhihu.com/question/34342275/answer/134868026,35965
485,身边堪称女神的女生，生活习惯是怎样的？,https://www.zhihu.com/question/68567283/answer/346398288,35914
486,大学见到心动的女孩该怎么追？,https://www.zhihu.com/question/266963761/answer/387997733,35903
487,银行会如何对待有一亿活期存款的个人客户？,https://www.zhihu.com/question/274718297/answer/393781247,35836
488,你在打电话时，最难过的瞬间是什么？,https://www.zhihu.com/question/266229081/answer/307091305,35781
489,一个精英的诞生，家庭因素有多大？,https://www.zhihu.com/question/29759221/answer/55062331,35775
490,贫穷会让孩子感到自卑吗？,https://www.zhihu.com/question/20783044/answer/60668872,35755
491,你有哪些终生难忘的扎心瞬间？,https://www.zhihu.com/question/62431352/answer/233237681,35733
492,你最尴尬的一次经历是怎样的？,https://www.zhihu.com/question/20767176/answer/33666419,35703
493,如何看待朋友圈刷屏的《凌晨三点不回家，成年人的世界是你想不到的心酸》这篇文章？,https://www.zhihu.com/question/279033284/answer/404103121,35582
494,有哪些令人感动到崩泪的脑洞故事？,https://www.zhihu.com/question/51974238/answer/129258311,35569
495,努力了七年却依旧被中产阶级家庭子女完爆，我该如何调整心态？,https://www.zhihu.com/question/27776003/answer/38073225,35525
496,有哪些句子乍看很美，但或经世事，或隔久时愈发觉得很没道理且尴尬到极致？,https://www.zhihu.com/question/54541262/answer/150450353,35519
497,拥有丰富的表情图是种怎样的体验？,https://www.zhihu.com/question/35242408/answer/93122928,35500
498,家境一般如何出国留学？,https://www.zhihu.com/question/24876778/answer/29381504,35395
499,有哪些稳中带皮的操作？,https://www.zhihu.com/question/268174064/answer/377052645,35326
500,你在大学经历哪些后悔的事？,https://www.zhihu.com/question/22716593/answer/227550000,35321
501,如果你捡到了王思聪养的狗，你要怎么做才能利益最大化？,https://www.zhihu.com/question/67863021/answer/257793417,35286
502,男人拥有家庭是什么感觉？,https://www.zhihu.com/question/28228801/answer/257391259,35283
503,什么是「穷人思维」？,https://www.zhihu.com/question/26980862/answer/34857629,35273
504,有哪些人堪称「神人」，却鲜为大众所知？,https://www.zhihu.com/question/39408533/answer/221938146,35195
505,「以为会碾压，结果被秒杀」 的例子有哪些？,https://www.zhihu.com/question/66834114/answer/247490364,35185
506,大神们都存着哪些图片以做回复之用？,https://www.zhihu.com/question/35874887/answer/64938172,35172
507,可以分享一下那些你知道的苦涩的故事吗？,https://www.zhihu.com/question/51462121/answer/195708872,35080
508,从事食品行业和餐饮行业的人，不会去吃哪些食品？,https://www.zhihu.com/question/31092804/answer/141402430,35004
509,若远离酒色，怎么能享受生活的乐趣？,https://www.zhihu.com/question/22337430/answer/73021142,35003
510,如何纠正「觉得父亲没本事」的心态？,https://www.zhihu.com/question/21145634/answer/94832359,34932
511,可以分享一下那些你知道的苦涩的故事吗？,https://www.zhihu.com/question/51462121/answer/196130205,34893
512,男人的快乐有多简单？,https://www.zhihu.com/question/266275474/answer/1059955311,34882
513,如何看待2015年衡水二中高三学生连续跳楼现象？,https://www.zhihu.com/question/29194382/answer/324715345,34827
514,你见过最人性化的设计是什么？,https://www.zhihu.com/question/31524027/answer/66129572,34759
515,假如把一个人粉碎成原子再组合，这个人还是原来的人吗？,https://www.zhihu.com/question/26630283/answer/38171813,34663
516,什么是孤独？,https://www.zhihu.com/question/21501762/answer/34137497,34657
517,在中国，精通英语能给个人带来多少额外的收益？,https://www.zhihu.com/question/37174334/answer/82192597,34639
518,心理上摧毁一个普通人有多简单？,https://www.zhihu.com/question/50869363/answer/232219267,34612
519,为什么有很多名人让人们警惕人工智能？,https://www.zhihu.com/question/27864852/answer/39007053,34594
520,你在谷歌地球（Google Earth）有什么独特的发现？,https://www.zhihu.com/question/56763164/answer/586923242,34584
521,如何评价范冰冰无演技却红得发紫这种现象？,https://www.zhihu.com/question/32094348/answer/87667353,34570
522,有哪些让你感触很深的陌生人的事？,https://www.zhihu.com/question/19866127/answer/78641290,34569
523,你的工作中有哪些“坑爹”的事情？,https://www.zhihu.com/question/53797440/answer/368086022,34535
524,你大学时最美好的一个瞬间是什么？,https://www.zhihu.com/question/63048702/answer/363591344,34520
525,鲸既然是哺乳动物用肺呼吸，放在岸上为什么会死？,https://www.zhihu.com/question/27082663/answer/35181481,34502
526,为什么我这么胖还是无法下定决心减肥？为什么我早上起不来床？我该怎么改变自己？,https://www.zhihu.com/question/33534604/answer/88641967,34498
527,为什么嗑瓜子可以嗑半个小时甚至一个小时以上，看书学习却不可以？,https://www.zhihu.com/question/28184567/answer/39898658,34473
528,你是什么时候发现人和人差距大得无法跨越？,https://www.zhihu.com/question/28087919/answer/344998818,34427
529,自然界有哪些很残酷的现象？,https://www.zhihu.com/question/27183659/answer/122308257,34404
530,有哪些关于「刀」的故事？,https://www.zhihu.com/question/45694301/answer/99820492,34391
531,你的童年有哪些阴影？,https://www.zhihu.com/question/265834972/answer/304785680,34378
532,为什么很多夜店都是对女性免费？,https://www.zhihu.com/question/274187314/answer/374357278,34292
533,第一次知道自己要当爸爸了是种怎样的体验？,https://www.zhihu.com/question/56467537/answer/165172805,34287
534,怎样看待应届生喜欢辞职？,https://www.zhihu.com/question/48861231/answer/114205972,34280
535,什么音乐歌曲你听着听着就哭了？,https://www.zhihu.com/question/267850742/answer/333966275,34257
536,你见过最不求上进的人是什么样子？,https://www.zhihu.com/question/55791476/answer/147051313,34250
537,如何系统性学习摄影后期调色？,https://www.zhihu.com/question/27004700/answer/34955464,34243
538,为什么越努力，越焦虑？,https://www.zhihu.com/question/37672919/answer/73645420,34195
539,你有什么相见恨晚的知识想推荐给年轻人？,https://www.zhihu.com/question/22238159/answer/20739196,34161
540,蚊子如果叮人不会使人感到瘙痒，不是更易生存吗？,https://www.zhihu.com/question/279001349/answer/403905519,34089
541,微信朋友圈中有哪些行为或做法显得特别 low?,https://www.zhihu.com/question/25106944/answer/139776376,34081
542,有哪些东西你知道很贵，却不知道居然那么贵？,https://www.zhihu.com/question/66515446/answer/243798096,34053
543,你遇过哪些概率极小的事？,https://www.zhihu.com/question/26768751/answer/73986817,34045
544,购物时店家有哪些看似善良却让你哭笑不得的举动？,https://www.zhihu.com/question/64273158/answer/292990223,34015
545,《西游记》里有哪些可悲的细节？,https://www.zhihu.com/question/51682490/answer/127215332,33997
546,如何装逼装得别人一愣一愣的？,https://www.zhihu.com/question/37104257/answer/109662392,33936
547,一个人吃火锅是一种什么样的体验？,https://www.zhihu.com/question/36948523/answer/86942426,33935
548,你见过哪些谜之笑点的图片？,https://www.zhihu.com/question/41432739/answer/95703458,33921
549,有哪些出租屋实用神器？,https://www.zhihu.com/question/23271389/answer/24200045,33888
550,世界上最没用的东西是什么？,https://www.zhihu.com/question/21905681/answer/92992501,33887
551,有哪些事情使你意识到「思维的局限性」？,https://www.zhihu.com/question/40498719/answer/88278408,33879
552,是不是大多数人都不喜欢「网红脸」？如果是，那为什么有部分人想整成那样？,https://www.zhihu.com/question/47660923/answer/135540404,33802
553,为什么「道理都懂，然而执行力差」的现象如此普遍？,https://www.zhihu.com/question/30161095/answer/47601545,33789
554,无法理解高等数学怎么办？,https://www.zhihu.com/question/24066773/answer/80124451,33755
555,如何评价第七期《演员的诞生》袁立的表现？,https://www.zhihu.com/question/263845904/answer/274193755,33743
556,不发朋友圈动态的人对朋友圈是什么态度？,https://www.zhihu.com/question/46319896/answer/102628509,33655
557,哪个瞬间让你突然觉得逛知乎真有用？,https://www.zhihu.com/question/62137377/answer/206584944,33650
558,男生讨厌或不欣赏女生哪些行为？,https://www.zhihu.com/question/52182983/answer/257431001,33632
559,有哪些让你觉得恶心的矫情做作的歌词？,https://www.zhihu.com/question/55147202/answer/415610882,33629
560,街边小吃究竟有多脏？,https://www.zhihu.com/question/275756508/answer/382872165,33616
561,有哪些让你突然明白道理的瞬间？,https://www.zhihu.com/question/63810094/answer/216598542,33608
562,你因为「睡太死」错过什么重要的事情？,https://www.zhihu.com/question/40117062/answer/102834972,33552
